FID,OBJECTID,SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,STATUS,PUBLIC_NAM,POINT_X,POINT_Y
8683,9322,2158.000000000000000,KING DRIVE,44TH STREET,NB,FS,3, ,CHICAGO,1,King Drive & 44th Street,-87.616618669999994,41.814962729999998
8684,9323,2107.000000000000000,KING DRIVE,93RD STREET,NB,FS,3, ,CHICAGO,1,King Drive & 93rd Street,-87.614069439999994,41.725655160000002
8685,9324,15237.000000000000000,BURLEY,92ND STREET,NB,FS,95, ,CHICAGO,1,Burley & 92nd Street,-87.545548929999995,41.728481989999999
8686,9325,9082.000000000000000,PULASKI,FILLMORE,NB,NS,53, ,CHICAGO,1,Pulaski & Fillmore,-87.725127680000000,41.867918220000000
8687,9326,879.000000000000000,NORTH AVENUE,SPRINGFIELD,EB,NS,72, ,CHICAGO,1,North Ave & Springfield,-87.724237119999998,41.909799210000003
8688,9327,12970.000000000000000,59TH STREET,WASHTENAW,EB,NS,59, ,CHICAGO,1,59th Street & Washtenaw,-87.691231310000006,41.786404570000002
8689,9328,718.000000000000000,GRAND,TALMAN,EB,NT,65, ,CHICAGO,1,Grand & Talman,-87.692892000000001,41.892724999999999
8690,9329,7741.000000000000000,40TH STREET,ELLIS,EB,FS,39, ,CHICAGO,1,40th Street & Ellis,-87.603666950000004,41.821936970000003
8691,9330,4224.000000000000000,FULTON,FRANCISCO,EB,NS,94, ,CHICAGO,1,Fulton & Francisco,-87.699004000000002,41.886451000000001
8692,9331,5619.000000000000000,IRVING PARK,MARMORA,EB,NS,80, ,CHICAGO,1,Irving Park & Marmora,-87.774440670000004,41.952981790000003
8693,9332,10924.000000000000000,74TH STREET,EGGLESTON,EB,NS,75, ,CHICAGO,1,74th Street & Eggleston,-87.635921139999994,41.759814679999998
8694,9333,11941.000000000000000,93RD STREET,PAXTON,EB,NS,"N5,95",N5,CHICAGO,1,93rd Street & Paxton,-87.570678000000001,41.726095999999998
8695,9334,871.000000000000000,NORTH AVENUE,KILPATRICK,EB,NS,72, ,CHICAGO,1,North Ave & Kilpatrick,-87.743775589999998,41.909550690000003
8696,9335,3492.000000000000000,95TH STREET,LONGWOOD (west leg),EB,NS,95, ,CHICAGO,1,95th Street & Longwood,-87.669311539999995,41.720994580000003
8697,9336,12054.000000000000000,LUNT,RAVENSWOOD (west leg),EB,NS,96, ,CHICAGO,1,Lunt & Ravenswood,-87.675952089999996,42.008891439999999
8698,9337,6981.000000000000000,CERMAK,CENTRAL,EB,NS,"21,322", ,CICERO,1,Cermak & Central,-87.764086860000006,41.850881440000002
8699,9338,2938.000000000000000,115TH STREET,THROOP,EB,NS,115, ,CHICAGO,1,115th Street & Throop,-87.654351349999999,41.684838829999997
8700,9339,3577.000000000000000,GOLF ROAD,LAMON,EB,FS,"54A,97,205", ,SKOKIE,1,Golf Road & Lamon,-87.748678330000004,42.055223329999997
8701,9340,959.000000000000000,NORTH AVENUE,SPAULDING (west leg),WB,NS,72, ,CHICAGO,1,North Ave & Spaulding,-87.709855430000005,41.910180349999997
8702,9341,13037.000000000000000,61ST STREET,EBERHART,WB,NS,"N4,59",N4,CHICAGO,1,61st Street & Eberhart,-87.612937040000006,41.784021910000000
8703,9342,16142.000000000000000,NORTH AVENUE,ORCHARD,WB,NS,"N9,72",N9,CHICAGO,1,North Ave & Orchard,-87.645714369999993,41.911025549999998
8704,9343,830.000000000000000,GRAND,MAJOR,WB,NS,65, ,CHICAGO,1,Grand & Major,-87.768162110000006,41.919250640000001
8705,9344,15493.000000000000000,GOLF ROAD,KNOX,WB,MB,205, ,SKOKIE,2,Golf Road & Knox,-87.743082110000003,42.055339379999999
8706,9345,3465.000000000000000,95TH STREET,RACINE,WB,NS,"N9,95",N9,CHICAGO,1,95th Street & Racine,-87.652777000000000,41.721435000000000
8707,9346,11388.000000000000000,MONTROSE,SPAULDING,WB,NS,78, ,CHICAGO,1,Montrose & Spaulding,-87.710581340000005,41.961212019999998
8708,10469,728.000000000000000,GRAND,PAULINA,EB,NS,65, ,CHICAGO,1,Grand & Paulina,-87.669714720000002,41.890876790000000
8709,10470,1726.000000000000000,DEVON,WASHTENAW,EB,NS,155, ,CHICAGO,1,Devon & Washtenaw,-87.697345960000007,41.997520530000003
8710,10471,3308.000000000000000,63RD STREET,MAJOR,EB,NS,63W, ,CHICAGO,1,63rd Street & Major,-87.764254760000000,41.777943600000000
8711,10472,5621.000000000000000,IRVING PARK,MAJOR,EB,NS,80, ,CHICAGO,1,Irving Park & Major,-87.769551109999995,41.953048780000003
8712,10473,893.000000000000000,NORTH AVENUE,CAMPBELL,EB,NS,72, ,CHICAGO,1,North Ave & Campbell,-87.689755559999995,41.910223649999999
8713,10474,5554.000000000000000,MILWAUKEE,CALIFORNIA,NWB,NS,56, ,CHICAGO,1,Milwaukee & California,-87.697267429999997,41.922931050000003
8714,10475,8011.000000000000000,43RD STREET,WENTWORTH,WB,FS,43, ,CHICAGO,1,43rd Street & Wentworth,-87.631384429999997,41.816487750000000
8715,10476,14432.000000000000000,CLARK,GRACE,SB,FS,22,N22,CHICAGO,1,Clark & Grace,-87.659601339999995,41.950908920000003
8716,10477,5574.000000000000000,MILWAUKEE,KEELER,NWB,NS,56, ,CHICAGO,1,Milwaukee & Keeler,-87.732101189999995,41.944209309999998
8717,10478,5122.000000000000000,CERMAK,CLARK,WB,NS,21, ,CHICAGO,1,Cermak & Clark (Red Line),-87.629924349999996,41.853008600000003
8718,10479,14962.000000000000000,DAMEN,LAKE,SB,FS,50, ,CHICAGO,1,Damen & Lake,-87.676810059999994,41.884764490000002
8719,10480,5963.000000000000000,HALSTED,GEORGE,NB,MT,8, ,CHICAGO,1,Halsted & George,-87.649015000000006,41.934531999999997
8720,10481,12153.000000000000000,103RD STREET,VINCENNES (east RR CROSSING),EB,FS,103, ,CHICAGO,1,Julian High School,-87.655290679999993,41.706729699999997
8721,10482,15151.000000000000000,HALSTED,DIVISION,NB,FS,8, ,CHICAGO,1,Halsted & Division,-87.648009650000006,41.903845670000003
8722,10483,6741.000000000000000,16TH STREET,PULASKI,EB,NS,18, ,CHICAGO,1,16th Street & Pulaski,-87.725092450000005,41.858805490000002
8723,10484,11010.000000000000000,DIVERSEY,CALIFORNIA,EB,NS,76, ,CHICAGO,1,Diversey & California,-87.697714000000005,41.932023000000001
8724,10485,10500.000000000000000,55TH STREET,KEELER,EB,FS,55, ,CHICAGO,1,55th Street & Keeler,-87.727812540000002,41.793084440000001
8725,10486,15324.000000000000000,47TH STREET,WOOD,EB,FS,47, ,CHICAGO,1,47th Street & Wood,-87.669510810000006,41.808504040000003
8726,10487,12976.000000000000000,59TH STREET,DAMEN,EB,NS,59, ,CHICAGO,1,59th Street & Damen,-87.674243529999998,41.786564009999999
8727,10488,4796.000000000000000,BERWYN,RED LINE STATION,EB,MB,92, ,CHICAGO,1,Berwyn & Broadway (Red Line),-87.658895560000005,41.978111130000002
8728,10489,17082.000000000000000,CICERO,7150 SOUTH,SB,MB,54B, ,BEDFORD PARK,1,7150 S Cicero,-87.742035200000004,41.763248609999998
8729,10490,11699.000000000000000,NARRAGANSETT,GEORGE,SB,NS,86, ,CHICAGO,1,Narragansett & George,-87.785818000000006,41.932907000000000
8730,10491,15569.000000000000000,KEDZIE,830 NORTH,SB,MB,94, ,CHICAGO,1,830 N Kedzie,-87.706676369999997,41.896759050000000
8731,10492,6746.000000000000000,16TH STREET,ST. LOUIS,EB,NS,18, ,CHICAGO,1,16th Street & St. Louis,-87.712873000000002,41.858941999999999
8732,10493,557.000000000000000,CHICAGO,BISHOP,EB,NS,66,N66,CHICAGO,1,Chicago & Bishop,-87.664145840000003,41.896044140000001
8733,10494,12437.000000000000000,119TH STREET,BELL,EB,NS,119, ,BLUE ISLAND,1,119th Street & Bell,-87.677056269999994,41.677206450000000
8734,10495,3509.000000000000000,95TH STREET,EGGLESTON (east leg),EB,NS,"N9,95,108,112",N9,CHICAGO,1,95th Street & Eggleston,-87.634105000000005,41.721490000000003
8735,10496,889.000000000000000,NORTH AVENUE,FRANCISCO,EB,MT,72, ,CHICAGO,1,North Ave & Francisco,-87.698925669999994,41.910095450000000
8736,10497,6771.000000000000000,18TH STREET,SANGAMON,EB,NS,18, ,CHICAGO,1,18th Street & Sangamon,-87.650036000000000,41.857984999999999
8737,10498,15992.000000000000000,JACKSON,CAMPBELL,EB,NS,126, ,CHICAGO,1,Jackson & Campbell,-87.688865500000006,41.877453930000001
8738,10499,14325.000000000000000,EMERSON,HARTREY,EB,NS,205, ,EVANSTON,1,Emerson & Hartrey,-87.703630640000000,42.051859059999998
8739,10500,11450.000000000000000,PETERSON,FRANCISCO,EB,NT,84, ,CHICAGO,1,Peterson & Francisco,-87.701915909999997,41.990345589999997
8740,10501,10192.000000000000000,67TH STREET,KIMBARK,EB,MT,"N5,67",N5,CHICAGO,1,67th Street & Kimbark,-87.594475410000001,41.773195190000003
8741,10502,7665.000000000000000,35TH STREET,PAULINA,EB,NS,35, ,CHICAGO,1,35th Street & Paulina,-87.668053999999998,41.830421999999999
8742,10503,10557.000000000000000,55TH STREET,UNIVERSITY,EB,NS,55,N55,CHICAGO,6,55th Street & University,-87.598268300000001,41.794957539999999
8743,10504,11323.000000000000000,MONTROSE,LAMON,EB,NS,78, ,CHICAGO,1,Montrose & Lamon,-87.750069999999994,41.960628999999997
8744,10505,2255.000000000000000,KING DRIVE,86TH STREET,SB,FS,3, ,CHICAGO,1,King Drive & 86th Street,-87.614678909999995,41.738246830000001
8745,10506,2152.000000000000000,KING DRIVE,50TH STREET,NB,FS,3, ,CHICAGO,1,King Drive & 50th Street,-87.616315770000000,41.804078220000001
8746,10507,10284.000000000000000,CICERO,POLK,NB,NS,54, ,CHICAGO,1,Cicero & Polk,-87.744796140000005,41.870361170000002
8747,10508,14989.000000000000000,SHERIDAN,LINCOLN,NB,NS,201, ,EVANSTON,1,Sheridan & Lincoln,-87.676933070000004,42.061269809999999
8748,10509,9550.000000000000000,NAGLE,STRONG,SB,NS,86, ,CHICAGO,1,Nagle & Strong,-87.788041000000007,41.970292999999998
8749,10510,14733.000000000000000,DODGE,OAKTON,NB,NS,93, ,EVANSTON,2,Dodge & Oakton,-87.699389999999994,42.026479999999999
8750,10511,14321.000000000000000,CHICAGO AVENUE,LAKE,NB,NS,205, ,EVANSTON,1,Chicago Avenue & Lake,-87.680263210000007,42.043897029999997
8751,10512,5918.000000000000000,HALSTED,2301 SOUTH,NB,MB,"8,N62",N62,CHICAGO,1,2300 S Halsted,-87.646364000000005,41.850808999999998
8752,10513,8949.000000000000000,DAMEN,BYRON,NB,NS,50, ,CHICAGO,1,Damen & Byron,-87.678628000000003,41.952244999999998
8753,10514,1145.000000000000000,STOCKTON,ARLINGTON,NB,MB,"134,143,151,156", ,CHICAGO,1,Stockton & Arlington,-87.637728170000003,41.926631290000003
8754,10515,7202.000000000000000,STONY ISLAND,86TH STREET,SB,NS,28, ,CHICAGO,1,Stony Island & 86th Street,-87.585773000000003,41.739019999999996
8755,10516,11765.000000000000000,HARLEM,ARGYLE (south leg),SB,NT,90, ,HARWOOD HEIGHTS,1,Harlem & Argyle,-87.807237929999999,41.970993000000000
8756,10517,5590.000000000000000,MILWAUKEE,GIDDINGS,NWB,NS,56, ,CHICAGO,1,Milwaukee & Giddings,-87.759472779999996,41.966602180000002
8757,10518,9205.000000000000000,51ST STREET,LAFLIN,WB,NS,51, ,CHICAGO,1,51st Street & Laflin,-87.662091000000004,41.801395999999997
8758,10519,9494.000000000000000,87TH STREET,NORMAL,WB,NT,"24,87",N87,CHICAGO,1,87th Street & Normal,-87.636114199999994,41.736224049999997
8759,10520,10600.000000000000000,GARFIELD,THROOP,WB,FS,55,N55,CHICAGO,1,Garfield & Throop,-87.657699219999998,41.794179780000000
8760,10521,5274.000000000000000,100TH STREET,OGLESBY,WB,FS,15, ,CHICAGO,1,100th Street & Oglesby,-87.565852239999998,41.713566880000002
8761,10522,222.000000000000000,HARRISON,WASHTENAW,WB,NS,7, ,CHICAGO,1,Harrison & Washtenaw,-87.693579000000000,41.873849999999997
8762,10523,10896.000000000000000,74TH STREET,PEORIA,WB,NS,75, ,CHICAGO,1,74th Street & Peoria,-87.646614810000003,41.759765559999998
8763,10524,8115.000000000000000,47TH STREET,KILBOURN,WB,NT,47, ,CHICAGO,1,47th Street & Kilbourn,-87.735748110000003,41.807774049999999
8764,10525,11086.000000000000000,DIVERSEY,LAMON,WB,NS,76, ,CHICAGO,1,Diversey & Lamon,-87.748912980000000,41.931559419999999
8765,10526,1662.000000000000000,WESTERN,LELAND/BROWN STATION,WB,TERM,"11,49B", ,CHICAGO,1,Western Brown Line Station,-87.688560580000001,41.966110829999998
8766,10527,470.000000000000000,MADISON,HOYNE,WB,NS,20,N20,CHICAGO,1,Madison & Hoyne,-87.678922999999998,41.881337000000002
8767,10528,2104.000000000000000,95TH STREET,EBERHART,WB,NS,"3,N5,95,115",N5,CHICAGO,1,95th Street & Eberhart,-87.611536999999998,41.722053000000002
8768,10529,3342.000000000000000,65TH STREET,NORMANDY,WB,NS,165, ,CHICAGO,1,65th Street & Normandy,-87.788284110000006,41.773975900000003
8769,10530,17098.000000000000000,87TH STREET,AVALON,WB,FS,87, ,CHICAGO,1,87th Street & Avalon,-87.593727250000001,41.736867279999998
8770,10531,989.000000000000000,NORTH AVENUE,MELVINA,WB,NS,72, ,CHICAGO,1,North Ave & Melvina,-87.780003899999997,41.909310920000003
8771,7586,12968.000000000000000,59TH STREET,FRANCISCO,EB,NS,59, ,CHICAGO,1,59th Street & Francisco,-87.696090369999993,41.786294529999999
8772,7587,10807.000000000000000,71ST STREET,opposite CLYDE-dwy to S.C,EB,NS,71, ,CHICAGO,1,71st Street & Clyde,-87.574060000000003,41.766067999999997
8773,7588,683.000000000000000,GRAND,MAJOR,EB,NS,65, ,CHICAGO,1,Grand & Major,-87.768350110000000,41.919164189999996
8774,7589,1312.000000000000000,FULLERTON,TRIPP,EB,NS,74, ,CHICAGO,1,Fullerton & Tripp,-87.733001999999999,41.924351999999999
8775,7590,427.000000000000000,MADISON,HOYNE,EB,NS,20,N20,CHICAGO,1,Madison & Hoyne,-87.679293000000001,41.881231999999997
8776,7591,15077.000000000000000,OAKTON,LACROSSE,EB,NS,97, ,SKOKIE,1,Oakton & Lacrosse,-87.748926260000005,42.026219730000001
8777,7592,7216.000000000000000,69TH STREET,MICHIGAN,EB,NS,"N5,30,67",N5,CHICAGO,1,69th Street & Michigan,-87.621905690000006,41.769149970000001
8778,7593,12124.000000000000000,103RD STREET,LAWNDALE,EB,NS,103, ,CHICAGO,1,103rd Street & Lawndale,-87.713675820000006,41.705917669999998
8779,7594,12488.000000000000000,ADDISON,MOBILE,EB,NS,152, ,CHICAGO,1,Addison & Mobile,-87.783908999999994,41.945633999999998
8780,7595,8172.000000000000000,47TH STREET,NORMAL,EB,NT,47, ,CHICAGO,1,47th Street & Normal,-87.638288759999995,41.808902430000003
8781,7596,3438.000000000000000,63RD STREET,EBERHART,EB,NS,"N4,63","N4,N63",CHICAGO,1,63rd Street & Eberhart,-87.613269200000005,41.780191129999999
8782,7597,15924.000000000000000,CENTRAL,SHERIDAN,EB,NS,201, ,EVANSTON,2,Central & Sheridan,-87.677270469999996,42.063946459999997
8783,7598,3352.000000000000000,65TH STREET,SAYRE,EB,NS,165, ,BEDFORD PARK,1,65th Street & Sayre,-87.795947799999993,41.773701610000003
8784,7599,10379.000000000000000,73RD STREET,LOCKWOOD,EB,NS,54B, ,BEDFORD PARK,1,73rd Street & Lockwood,-87.753843380000006,41.759935179999999
8785,7600,13127.000000000000000,OAKTON,DODGE,EB,FS,206, ,EVANSTON,2,Oakton & Dodge,-87.699130600000004,42.026478210000001
8786,7601,12041.000000000000000,TOUHY,FRANCISCO,EB,NS,96, ,CHICAGO,1,Touhy & Francisco,-87.702186339999997,42.011921219999998
8787,7602,9405.000000000000000,87TH STREET,WENTWORTH,EB,MB,87,N87,CHICAGO,1,87th Street & Wentworth,-87.629037810000000,41.736078220000003
8788,7603,10960.000000000000000,75TH STREET,KINGSTON (east leg),EB,NS,"N5,75",N5,CHICAGO,1,75th Street & Kingston,-87.562839510000003,41.758963719999997
8789,7604,4066.000000000000000,ARMITAGE,WOOD,EB,NS,73, ,CHICAGO,1,Armitage & Wood,-87.672857919999998,41.917777180000002
8790,7605,12140.000000000000000,103RD STREET,BELL (east leg),EB,NS,103, ,CHICAGO,1,103rd Street & Bell,-87.678084319999996,41.706375280000003
8791,7606,4645.000000000000000,63RD STREET,ARCHER,EB,FS,"62H,63W", ,SUMMIT,1,63rd Street & Archer,-87.813728479999995,41.776977789999997
8792,7607,12474.000000000000000,ADDISON,OLCOTT,EB,NS,152, ,CHICAGO,1,Addison & Olcott,-87.814441000000002,41.945061000000003
8793,7608,3607.000000000000000,OAKTON,EAST PRAIRIE,EB,NS,97, ,SKOKIE,1,Oakton & East Prairie,-87.725701889999996,42.026204409999998
8794,7609,417.000000000000000,MADISON,ALBANY (east leg),EB,NS,20,N20,CHICAGO,1,Madison & Albany,-87.703147000000001,41.880952000000001
8795,7610,10968.000000000000000,DIVERSEY,NEWCASTLE,EB,NS,76, ,CHICAGO,1,Diversey & Newcastle,-87.796798999999993,41.930807000000001
8796,7611,723.000000000000000,GRAND,LEAVITT,EB,NS,65, ,CHICAGO,1,Grand & Leavitt,-87.681789069999994,41.890692010000002
8797,7612,12046.000000000000000,LUNT,CAMPBELL,EB,NS,96, ,CHICAGO,1,Lunt & Campbell,-87.692655979999998,42.008528050000002
8798,7613,12049.000000000000000,LUNT,BELL,EB,NS,96, ,CHICAGO,1,Lunt & Bell,-87.686126040000005,42.008675580000002
8799,7614,4068.000000000000000,CORTLAND,HERMITAGE,EB,FS,73, ,CHICAGO,1,Cortland & Hermitage,-87.671338169999999,41.915997189999999
8800,7615,1979.000000000000000,DIVISION,LECLAIRE,EB,NS,70, ,CHICAGO,1,Division & Leclaire,-87.753422999999998,41.902214000000001
8801,7616,3384.000000000000000,63RD STREET,KILDARE,EB,NS,63,N63,CHICAGO,1,63rd Street & Kildare,-87.730185000000006,41.778520999999998
8802,7617,7859.000000000000000,BELMONT,SPAULDING,EB,NS,77,N77,CHICAGO,1,Belmont & Spaulding,-87.710053579999993,41.939243439999998
8803,7618,8772.000000000000000,DAMEN,54TH STREET,SB,NS,48, ,CHICAGO,1,Damen & 54th Street,-87.674405260000000,41.795835799999999
8804,7619,12100.000000000000000,YATES,96TH STREET,SB,NT,100, ,CHICAGO,1,Yates & 96th Street,-87.564753019999998,41.720340419999999
8805,7620,5437.000000000000000,MILWAUKEE,WILSON,SEB,NT,56, ,CHICAGO,1,Milwaukee & Wilson,-87.757553169999994,41.964036659999998
8806,7621,9880.000000000000000,GALE,HIGGINS,NEB,FS,"85,88", ,CHICAGO,1,Gale & Higgins,-87.764771359999997,41.969694269999998
8807,7622,2443.000000000000000,LAFAYETTE,77TH STREET,SB,NS,"29,75", ,CHICAGO,1,Lafayette & 77th Street,-87.626272999999998,41.754738000000003
8808,7623,6444.000000000000000,WENTWORTH,VINCENNES,NB,FS,24, ,CHICAGO,1,Wentworth & Vincennes,-87.629608000000005,41.762478000000002
8809,7624,7541.000000000000000,MICHIGAN,108TH STREET,SB,NS,"34,119",N34,CHICAGO,1,Michigan & 108th Street,-87.620952220000007,41.698169800000002
8810,7625,5575.000000000000000,MILWAUKEE,TRIPP,NWB,MT,56, ,CHICAGO,1,Milwaukee & Tripp,-87.733061190000001,41.944795310000003
8811,7626,7194.000000000000000,STONY ISLAND,SOUTH CHICAGO/79TH STREET,SB,NS,28, ,CHICAGO,1,Stony Island & South Chicago/79th Street,-87.586079769999998,41.752133270000002
8812,7627,4900.000000000000000,MARINE DRIVE,WINONA,NB,NT,"136,146,148", ,CHICAGO,1,Marine Drive & Winona,-87.651637600000001,41.975258349999997
8813,7628,7813.000000000000000,HARLEM,57TH STREET,NB,NS,62H, ,CHICAGO,1,Harlem & 57th Street,-87.801231000000001,41.788252000000000
8814,7629,10297.000000000000000,CICERO,HUBBARD,NB,NT,54, ,CHICAGO,1,Cicero & Hubbard,-87.745496000000003,41.888606000000003
8815,7630,8407.000000000000000,WESTERN,JONES,NB,NS,49,N49,CHICAGO,1,Western & Logan/Jones,-87.687647709999993,41.929286169999997
8816,7631,11812.000000000000000,HARLEM,4100 N. Shopping Cntr Dwy,NB,NS,90, ,NORRIDGE,1,4100 N. Harlem,-87.807216850000003,41.954987520000003
8817,7632,14059.000000000000000,LASALLE,RANDOLPH-WASHINGTON,SB,MB,"134,135,136,156", ,CHICAGO,1,LaSalle & Randolph/Washington,-87.632571609999999,41.884018370000000
8818,7633,1785.000000000000000,CLARK,LUNT,SB,NS,22,N22,CHICAGO,1,Clark & Lunt,-87.674073160000006,42.009079819999997
8819,7634,9534.000000000000000,MILWAUKEE,DEVON,SEB,NS,86, ,CHICAGO,1,Milwaukee & Devon,-87.788147730000006,41.997460789999998
8820,7635,14968.000000000000000,NAGLE,NORTHWEST HWY,SB,FS,86, ,CHICAGO,1,Nagle & Northwest Hwy,-87.787753240000001,41.985762899999997
8821,7636,2929.000000000000000,VINCENNES,MONTEREY,SWB,NS,"111,112", ,CHICAGO,1,Vincennes & Monterey,-87.664675220000007,41.690238659999999
8822,7637,11706.000000000000000,NARRAGANSETT,DICKENS,SB,NS,86, ,CHICAGO,1,Narragansett & Dickens,-87.785380000000004,41.918308000000003
8823,7638,6034.000000000000000,ASHLAND,FULTON (north leg),SB,NS,9,N9,CHICAGO,1,Ashland & Fulton,-87.667275050000001,41.886986520000001
8824,7639,11528.000000000000000,CENTRAL,BERTEAU,SB,NS,85, ,CHICAGO,1,Central & Berteau,-87.767189000000002,41.956907000000001
8825,7640,3090.000000000000000,KEDZIE,55TH STREET,SB,NS,"52,52A", ,CHICAGO,1,Kedzie & 55th Street,-87.703651039999997,41.793640140000001
8826,7641,11463.000000000000000,RIDGE,CLARK,SEB,NS,84, ,CHICAGO,1,Ridge & Clark,-87.670236509999995,41.989730350000002
8827,7642,14430.000000000000000,CLARK,PRATT,SB,FS,22,N22,CHICAGO,1,Clark & Pratt,-87.673128840000004,42.005138320000000
8828,7643,1094.000000000000000,LAKE SHORE,ELM,SB,FS,151, ,CHICAGO,1,Lake Shore & Elm,-87.624752000000001,41.902974000000000
8829,7644,10237.000000000000000,CICERO,HURON,SB,NS,54, ,CHICAGO,1,Cicero & Huron,-87.745805000000004,41.893241000000003
8830,7645,4262.000000000000000,CALIFORNIA,3154 SOUTH,SB,MB,94, ,CHICAGO,1,3154 S California,-87.695099440000007,41.836143460000002
8831,7646,11149.000000000000000,KIMBALL,BELDEN,SB,NS,82, ,CHICAGO,1,Kimball & Belden,-87.712114000000000,41.922915000000003
8832,7647,7187.000000000000000,STONY ISLAND,72ND STREET,SB,NS,28, ,CHICAGO,1,Stony Island & 72nd Street,-87.586407780000002,41.764374470000000
8833,7648,9922.000000000000000,NORTHWEST HWY,300 SOUTH (private rdwy.),SEB,MT,68, ,PARK RIDGE,1,300 S Northwest Hwy,-87.824664940000005,42.008063360000001
8834,8528,9993.000000000000000,KEDZIE,84TH STREET,NB,NS,52A, ,CHICAGO,1,Kedzie & 84th Street,-87.702066000000002,41.740589000000000
8835,8529,1142.000000000000000,STOCKTON,DICKENS,NB,FT,"151,156", ,CHICAGO,1,Stockton & Dickens,-87.635469209999997,41.920236180000003
8836,8530,15705.000000000000000,HARLEM,THOMAS,NB,NS,"90,307,318", ,OAK PARK,1,Harlem & Thomas,-87.805267720000003,41.899586090000000
8837,8531,5669.000000000000000,IRVING PARK,SEMINARY,EB,NS,80, ,CHICAGO,1,Irving Park & Seminary,-87.657036529999999,41.954380989999997
8838,8532,4067.000000000000000,ARMITAGE,HERMITAGE,EB,NS,73, ,CHICAGO,1,Armitage & Hermitage,-87.671679620000006,41.917800690000000
8839,8533,11333.000000000000000,MONTROSE,SPRINGFIELD,EB,NS,78, ,CHICAGO,1,Montrose & Springfield,-87.725482000000000,41.960920999999999
8840,8534,2954.000000000000000,115TH STREET,PRAIRIE,EB,NS,115, ,CHICAGO,1,115th Street & Prairie,-87.616907130000001,41.685325450000001
8841,8535,1730.000000000000000,DEVON,OAKLEY,EB,NS,155, ,CHICAGO,1,Devon & Oakley,-87.687527250000002,41.997699969999999
8842,8536,737.000000000000000,GRAND,PEORIA,EB,FT,65, ,CHICAGO,1,Grand & Peoria,-87.649846839999995,41.891088400000001
8843,8537,4079.000000000000000,ARMITAGE,ORCHARD,EB,NS,73, ,CHICAGO,1,Armitage & Orchard,-87.646136339999998,41.918177239999999
8844,8538,2989.000000000000000,131ST STREET,CORLISS,EB,FS,34,N34,CHICAGO,1,131st Street & Corliss,-87.602300000000000,41.657100000000000
8845,8539,11741.000000000000000,NARRAGANSETT,CORTLAND,NB,NS,86, ,CHICAGO,1,Narragansett & Cortland,-87.785043790000003,41.914561769999999
8846,8540,5978.000000000000000,HALSTED,124TH STREET,NB,NS,"8A,108", ,CHICAGO,1,Halsted & 124th Street,-87.641490000000005,41.668577999999997
8847,8541,7004.000000000000000,COMMERCIAL,94TH/ANTHONY,NB,NS,71, ,CHICAGO,1,Commercial & 94th/Anthony,-87.551030179999998,41.724253490000002
8848,8542,5090.000000000000000,HALSTED,43RD PLACE,NB,NS,"8,44", ,CHICAGO,1,Halsted & 43rd Place,-87.645598669999998,41.814736130000000
8849,8543,3389.000000000000000,63RD STREET,HAMLIN,EB,NS,63,N63,CHICAGO,1,63rd Street & Hamlin,-87.717934000000000,41.778677000000002
8850,8544,16035.000000000000000,NORTH AVENUE,AUSTIN,EB,FS,72, ,CHICAGO,1,North Ave & Austin,-87.775171940000007,41.909156770000003
8851,8545,12165.000000000000000,103RD STREET,PERRY,EB,MT,103, ,CHICAGO,1,103rd Street & Perry,-87.625905509999996,41.707071220000003
8852,8546,9552.000000000000000,GUNNISON,MOBILE,EB,MT,81W, ,CHICAGO,1,Gunnison & Mobile,-87.785557560000001,41.968383359999997
8853,8547,11013.000000000000000,DIVERSEY,CAMPBELL,EB,NS,76, ,CHICAGO,1,Diversey & Campbell,-87.690415310000006,41.932088829999998
8854,8548,36.000000000000000,JACKSON,2609 WEST alley,EB,NS,126, ,CHICAGO,1,2609 W Jackson,-87.691657530000001,41.877423600000000
8855,8549,3741.000000000000000,LAWRENCE,SPRINGFIELD,EB,NS,81,N81,CHICAGO,1,Lawrence & Springfield,-87.725693820000004,41.968147999999999
8856,8550,11456.000000000000000,PETERSON,OAKLEY,EB,NT,84, ,CHICAGO,1,Peterson & Oakley,-87.687133320000001,41.990480550000001
8857,8551,10531.000000000000000,GARFIELD,THROOP,EB,FS,55,N55,CHICAGO,1,Garfield & Throop,-87.656892319999997,41.793722240000001
8858,8552,17088.000000000000000,CERMAK,PRAIRIE,EB,NS,"3,21", ,CHICAGO,1,Cermak & Prairie,-87.620834299999999,41.852848690000002
8859,8553,17124.000000000000000,CERMAK,47TH AVENUE,EB,NT,"21,54B", ,CICERO,1,Cermak & 47th Avenue,-87.742009640000006,41.851188039999997
8860,8554,3407.000000000000000,63RD STREET,HOYNE,EB,NS,63,N63,CHICAGO,1,63rd Street & Hoyne,-87.676515449999997,41.779201080000000
8861,8555,10169.000000000000000,69TH STREET,UNION (west leg),EB,NS,67, ,CHICAGO,1,69th Street & Union,-87.642163049999994,41.768817609999999
8862,8556,12856.000000000000000,PULASKI,61ST STREET,SB,NS,53A, ,CHICAGO,1,Pulaski & 61st Street,-87.722919000000005,41.782372000000002
8863,8557,4430.000000000000000,ARCHER,37TH STREET,NEB,NS,"39,62",N62,CHICAGO,1,Archer & 37th Street,-87.683683000000002,41.826583999999997
